"","siteID","year","season","total_count_per_100_trapnight","richness","domain_id","site_name","site_type","latitude","longitude","mean_elevation_m","minimum_elevation_m","maximum_elevation_m","mean_annual_temperature_C","mean_annual_precipitation_mm","dominant_wind_direction","mean_canopy_height_m","dominant_nlcd_classes","domint_plant_species","usgs_geology_unit","megapit_soil_family","soil_subgroup","avg_number_of_green_days","avg_green_max_doy"
"380","SRER","2018","spring",19.1203703703704,12,"D14","Santa Rita Experimental Range NEON","Core Terrestrial",31.91068,-110.83549,997,897,1461,19.3,346,"ESE","2","Shrub/Scrub","Larrea tridentata (creosote bush)|Prosopis veluti (velvet mesquite)|Parkinsonia florida (blue palo verde)","AZQ;0","","Typic Torrifluvents",247,"139|215"
"381","SRER","2018","summer",17.4378367003367,12,"D14","Santa Rita Experimental Range NEON","Core Terrestrial",31.91068,-110.83549,997,897,1461,19.3,346,"ESE","2","Shrub/Scrub","Larrea tridentata (creosote bush)|Prosopis veluti (velvet mesquite)|Parkinsonia florida (blue palo verde)","AZQ;0","","Typic Torrifluvents",247,"139|215"
"382","SRER","2018","winter",15.5111111111111,11,"D14","Santa Rita Experimental Range NEON","Core Terrestrial",31.91068,-110.83549,997,897,1461,19.3,346,"ESE","2","Shrub/Scrub","Larrea tridentata (creosote bush)|Prosopis veluti (velvet mesquite)|Parkinsonia florida (blue palo verde)","AZQ;0","","Typic Torrifluvents",247,"139|215"
"383","SRER","2019","fall",17.3555555555556,11,"D14","Santa Rita Experimental Range NEON","Core Terrestrial",31.91068,-110.83549,997,897,1461,19.3,346,"ESE","2","Shrub/Scrub","Larrea tridentata (creosote bush)|Prosopis veluti (velvet mesquite)|Parkinsonia florida (blue palo verde)","AZQ;0","","Typic Torrifluvents",247,"139|215"
"384","SRER","2019","spring",19.9902356902357,14,"D14","Santa Rita Experimental Range NEON","Core Terrestrial",31.91068,-110.83549,997,897,1461,19.3,346,"ESE","2","Shrub/Scrub","Larrea tridentata (creosote bush)|Prosopis veluti (velvet mesquite)|Parkinsonia florida (blue palo verde)","AZQ;0","","Typic Torrifluvents",247,"139|215"
"385","SRER","2019","summer",19.0387806637807,14,"D14","Santa Rita Experimental Range NEON","Core Terrestrial",31.91068,-110.83549,997,897,1461,19.3,346,"ESE","2","Shrub/Scrub","Larrea tridentata (creosote bush)|Prosopis veluti (velvet mesquite)|Parkinsonia florida (blue palo verde)","AZQ;0","","Typic Torrifluvents",247,"139|215"
"386","STEI","2015","fall",28.452380952381,7,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"387","STEI","2015","summer",13.6694444444444,9,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"388","STEI","2016","spring",9.37083333333333,10,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"389","STEI","2016","summer",27.6732703546176,11,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"390","STEI","2017","spring",5.08333333333333,4,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"391","STEI","2017","summer",21.7978761164936,11,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"392","STEI","2018","spring",4.86111111111111,7,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"393","STEI","2018","summer",29.3419312452721,12,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"394","STEI","2019","spring",7,6,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"395","STEI","2019","summer",18.1099918599919,11,"D05","Steigerwaldt-Chequamegon NEON","Relocatable Terrestrial",45.50894,-89.58637,476,466,536,4.8,797,"WSW","20m (in surounding non-logged area) ","Deciduous Forest|Mixed Forest|Woody Wetlands","Populus tremuloides (quaking aspen)|Abies balsamea (balsam fir)|Acer rubrum (red maple)","WIXmi;0|WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Epiaquods.","Alfic Epiaquods",170,"165"
"396","STER","2014","fall",14.7239664082687,9,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"397","STER","2014","spring",12.6101519355916,7,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"398","STER","2014","summer",7.78888888888889,8,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"399","STER","2015","spring",18.7067194882412,11,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"400","STER","2015","summer",16.95,9,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"401","STER","2015","winter",15.75,7,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"402","STER","2016","spring",11.4503532865602,8,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"403","STER","2016","summer",6.86902916205242,4,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"404","STER","2017","spring",10.5078634604754,5,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"405","STER","2017","summer",12.6776094276094,4,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"406","STER","2018","spring",9.88005050505051,6,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"407","STER","2018","summer",8.62914862914863,4,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"408","STER","2019","spring",8.68430707965592,7,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"409","STER","2019","summer",18.6481481481481,8,"D10","North Sterling NEON","Relocatable Terrestrial",40.461894,-103.02929,1365,1352,1371,9.7,433,"NW","varies based on crops planted","Cultivated Crops","Agriculture field, crops vary year to year","COTo;0","Fine, silty, mixed, superactive, mesic. Pachic Argiustolls.","Pachic Argiustolls",180,"150"
"410","TALL","2014","fall",2.26190476190476,3,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"411","TALL","2014","spring",2.9375,3,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"412","TALL","2014","summer",5.24545454545455,5,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"413","TALL","2015","spring",7.14519927536232,5,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"414","TALL","2015","summer",6.28888888888889,5,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"415","TALL","2015","winter",3.89047619047619,3,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"416","TALL","2016","spring",6.39835858585859,4,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"417","TALL","2016","summer",10.0313852813853,6,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"418","TALL","2016","winter",2.5,2,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"419","TALL","2017","fall",1.95833333333333,2,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"420","TALL","2017","spring",7.90208333333333,6,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"421","TALL","2017","summer",7.17936507936508,5,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"422","TALL","2017","winter",3.35,3,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"423","TALL","2018","fall",3.58888888888889,2,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"424","TALL","2018","spring",9.30050505050505,6,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"425","TALL","2018","summer",6.37380952380952,5,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"426","TALL","2019","fall",2.5625,1,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"427","TALL","2019","spring",9,8,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"428","TALL","2019","summer",4.3125,6,"D08","Talladega National Forest NEON","Core Terrestrial",32.95047,-87.393259,166,63,179,17.2,1383,"N","25","Deciduous Forest|Evergreen Forest|Mixed Forest","Quercus montana (Chestnut oak)|Liriodendron tulipifera (tulip tree)|Cornus florida (flowering dogwood)","ALKg;1|ALKck;1","Fine, loamy, siliceous, subactive, thermic. Typic Hapludults.","Typic Hapludults",255,"135"
"429","TEAK","2019","summer",15.7711887928989,11,"D17","Lower Teakettle NEON","Relocatable Terrestrial",37.00583,-119.00602,2149,2086,2734,8,1223,"NW","35","Evergreen Forest|Shrub/Scrub","Abies magnifica (red fir)|Abies concolor (white fir)|Pinus contorta (lodgepole pine)","CAQg;0","","Pachic Humixerepts",180,"180"
"430","TOOL","2017","summer",3.5,3,"D18","Toolik Field Station NEON","Core Terrestrial",68.66109,-149.37047,832,704,980,-9,316,"S","0.3","Dwarf Scrub|Shrub/Scrub","Eriophorum vaginatum (tussock cottongrass)|Carex sp. (true sedges)|Vaccinium vitis-idaea (lingonberry)","A003.PS002_400","","Typic Histoturbels",80,"185"
"431","TOOL","2018","spring",1.33333333333333,2,"D18","Toolik Field Station NEON","Core Terrestrial",68.66109,-149.37047,832,704,980,-9,316,"S","0.3","Dwarf Scrub|Shrub/Scrub","Eriophorum vaginatum (tussock cottongrass)|Carex sp. (true sedges)|Vaccinium vitis-idaea (lingonberry)","A003.PS002_400","","Typic Histoturbels",80,"185"
"432","TOOL","2018","summer",8.30555555555556,6,"D18","Toolik Field Station NEON","Core Terrestrial",68.66109,-149.37047,832,704,980,-9,316,"S","0.3","Dwarf Scrub|Shrub/Scrub","Eriophorum vaginatum (tussock cottongrass)|Carex sp. (true sedges)|Vaccinium vitis-idaea (lingonberry)","A003.PS002_400","","Typic Histoturbels",80,"185"
"433","TOOL","2019","spring",4.48333333333333,3,"D18","Toolik Field Station NEON","Core Terrestrial",68.66109,-149.37047,832,704,980,-9,316,"S","0.3","Dwarf Scrub|Shrub/Scrub","Eriophorum vaginatum (tussock cottongrass)|Carex sp. (true sedges)|Vaccinium vitis-idaea (lingonberry)","A003.PS002_400","","Typic Histoturbels",80,"185"
"434","TOOL","2019","summer",13.3290598290598,8,"D18","Toolik Field Station NEON","Core Terrestrial",68.66109,-149.37047,832,704,980,-9,316,"S","0.3","Dwarf Scrub|Shrub/Scrub","Eriophorum vaginatum (tussock cottongrass)|Carex sp. (true sedges)|Vaccinium vitis-idaea (lingonberry)","A003.PS002_400","","Typic Histoturbels",80,"185"
"435","TREE","2015","spring",3.84444444444444,5,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"436","TREE","2015","summer",14.5579365079365,10,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"437","TREE","2016","spring",7.5,4,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"438","TREE","2016","summer",15.2965865858449,11,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"439","TREE","2017","spring",13.4583333333333,8,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"440","TREE","2017","summer",13.9849446849447,9,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"441","TREE","2018","spring",5.20833333333333,5,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"442","TREE","2018","summer",18.268253968254,16,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"443","TREE","2019","spring",3.93055555555556,5,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"444","TREE","2019","summer",12.0269500525314,11,"D05","Treehaven NEON","Relocatable Terrestrial",45.49369,-89.58571,467,447,482,4.8,797,"WSW","23","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Acer saccharum (sugar maple)|Acer rubrum (red maple)|Alnus inca (grey alder)","WIXmv;0","Coarse, loamy, mixed, superactive, frigid. Alfic Haplorthods.","Alfic Haplorthods",170,"165"
"445","UKFS","2015","summer",23.618956043956,5,"D06","University of Kansas Field Station NEON","Relocatable Terrestrial",39.040431,-95.19215,322,272,332,12.7,990,"SE","19","Deciduous Forest|Pasture/Hay","Fraxinus america (white ash)|Symphoricarpos orbiculatus (coralberry)|Celtis occidentalis (common hackberry)","KSQgd;0","Fine, smectitic, mesic. Pachic Argiudolls.","Pachic Argiudolls",255,"160"
"446","UKFS","2016","spring",20.4287878787879,6,"D06","University of Kansas Field Station NEON","Relocatable Terrestrial",39.040431,-95.19215,322,272,332,12.7,990,"SE","19","Deciduous Forest|Pasture/Hay","Fraxinus america (white ash)|Symphoricarpos orbiculatus (coralberry)|Celtis occidentalis (common hackberry)","KSQgd;0","Fine, smectitic, mesic. Pachic Argiudolls.","Pachic Argiudolls",255,"160"
"447","UKFS","2016","summer",24.8691919191919,6,"D06","University of Kansas Field Station NEON","Relocatable Terrestrial",39.040431,-95.19215,322,272,332,12.7,990,"SE","19","Deciduous Forest|Pasture/Hay","Fraxinus america (white ash)|Symphoricarpos orbiculatus (coralberry)|Celtis occidentalis (common hackberry)","KSQgd;0","Fine, smectitic, mesic. Pachic Argiudolls.","Pachic Argiudolls",255,"160"
"448","UKFS","2017","spring",16.4333333333333,7,"D06","University of Kansas Field Station NEON","Relocatable Terrestrial",39.040431,-95.19215,322,272,332,12.7,990,"SE","19","Deciduous Forest|Pasture/Hay","Fraxinus america (white ash)|Symphoricarpos orbiculatus (coralberry)|Celtis occidentalis (common hackberry)","KSQgd;0","Fine, smectitic, mesic. Pachic Argiudolls.","Pachic Argiudolls",255,"160"
